,Gene,ProteinGroup,m_00h,m_01h,m_02h,m_03h,m_04h,m_05h,m_06h,m_08h,m_10h,m_12h,m_14h,m_16h,m_18h,m_20h,p_00h,p_01h,p_02h,p_03h,p_04h,p_05h,p_06h,p_08h,p_10h,p_12h,p_14h,p_16h,p_18h,p_20h,ms_00h,ms_01h,ms_02h,ms_03h,ms_04h,ms_05h,ms_06h,ms_08h,ms_10h,ms_12h,ms_14h,ms_16h,ms_18h,ms_20h,ps_00h,ps_01h,ps_02h,ps_03h,ps_04h,ps_05h,ps_06h,ps_08h,ps_10h,ps_12h,ps_14h,ps_16h,ps_18h,ps_20h,n
45,FBgn0034051,FBtr0306651;FBtr0302149;FBtr0087293;FBtr0306650;FBtr0306649;FBtr0087292;FBtr0087294;FBtr0087295,99.0968162537,98.0035379546,132.087031766,112.438975324,105.11636636,90.7118669192,87.5678190853,91.1881172382,82.6598947043,81.3828402094,75.0401991252,73.1642464334,68.0203053296,59.2524894377,0.0378270978086,0.0414237867589,0.0602830828402,0.0435544785635,0.0320681020993,0.0251660891799,0.0231659554277,0.0370519459632,0.0394211160043,0.036696180149,0.0251573072481,0.0331656484181,0.0318866088424,0.0370796578368,17.1777078606,16.9881960686,22.8963202817,19.4904734913,18.2211528176,15.7242382585,15.1792405761,15.8067927658,14.3284878031,14.1071197525,13.007669339,12.682486669,11.7908221244,10.2709854065,0.00642434831911,0.00703519038606,0.0102381505416,0.0073970554803,0.0054462718462,0.00427407155418,0.00393437972867,0.00629270075047,0.00669506768985,0.00623227942177,0.00427258007871,0.00563267313673,0.0054154480197,0.00629740718419,14
46,FBgn0028541,FBtr0343657;FBtr0080532,30.5335237232,31.3810341749,9.27232396253,33.2053669937,35.2524542741,42.8216772564,49.5838321235,54.4524396548,57.8118784715,57.127177312,42.3396578087,43.0375648526,38.9942545754,25.5957594843,0.480742461212,0.427621531626,0.346632605182,0.353332243362,0.358074486525,0.356519108829,0.323750794036,0.329164367095,0.356165880018,0.390235872255,0.379115995078,0.3738078052,0.378792039372,0.387657887392,5.29276287878,5.43967261309,1.60728949969,5.75590735591,6.11075495443,7.42282436328,8.59499442087,9.43893190567,10.0212660386,9.90257810357,7.33926981967,7.46024689811,6.7593686524,4.43683758483,0.0816466819167,0.0726249124852,0.0588701942115,0.0600080242797,0.0608134210365,0.0605492641578,0.0549840720004,0.0559034837713,0.0604892736998,0.0662755356666,0.0643869962757,0.0634854822105,0.0643319774026,0.0658377047548,14
47,FBgn0036248,FBtr0075992,59.054423662,57.0089431369,79.6513781943,87.1284112726,80.7984452747,65.6455444023,54.7337446724,52.18235344,42.3446335246,33.0793095114,25.3044054041,21.3569816651,18.7811817813,14.3782954396,,0.0366608572678,0.0584017978982,0.0520046484793,0.0408045629912,0.0395343053472,0.0513294155022,0.0603845629408,0.0431563643227,0.0536263785486,0.0529765155966,0.0578651242892,0.0548929282657,0.0538020171842,10.2366521538,9.8820830746,13.8069834838,15.1030724475,14.0058191675,11.3791746973,9.48769407175,9.04542907389,7.3401323236,5.73405621391,4.38633348729,3.70207647123,3.25558041229,2.49237228735,,0.00622628037596,0.00991864335082,0.00883218632669,0.00693002479309,0.00671429115153,0.00871750843458,0.0102553853693,0.00732944192541,0.00910761213116,0.00899724294598,0.00982749762732,0.00932271603862,0.00913744164067,13
49,FBgn0031478,FBtr0077629,38.4563993406,41.4650047041,10.4895787259,16.4566626132,19.2292629983,16.6069263101,15.5806001596,14.7829209292,15.3898775756,15.5445959304,19.6507514292,26.9330288213,19.5234429444,38.5283432703,0.0767970176733,0.0490305009154,,,0.0833327264603,0.108097774089,,,0.0390559827961,0.0458364147489,0.0286166077545,0.0578221904005,0.0512240323208,0.0677106455883,6.66613538374,7.1876551051,1.81829170448,2.85264202643,3.33325201198,2.87868913858,2.70078301153,2.56251115472,2.66772264738,2.69454194189,3.40631394684,4.66864343764,3.3842459527,6.67860633743,0.0130427873134,0.008327073299,,,0.0141527765062,0.018358737347,,,0.00663305545397,0.00778460709663,0.00486008884044,0.00982020596944,0.00869961072887,0.0114996073548,10
50,FBgn0000405,FBtr0071911;FBtr0071913;FBtr0309858;FBtr0071914,1722.48850794,1675.19960951,1222.67327528,456.981128378,476.687169746,573.963506591,489.571954389,444.456096538,293.963754466,219.205433784,96.1543974392,74.5137570249,97.5562520934,48.4330897803,0.33500142442,0.46733537869,0.363411949509,0.419190877115,0.379389210733,0.244608024806,0.380482073355,0.279585483328,0.15725707667,0.0724021487009,0.0344134633475,,,,298.580776872,290.383592413,211.941464174,79.2143342022,82.6302322553,99.4923733333,84.8637153762,77.0432115967,50.956465472,37.9976576983,16.6676610931,12.9164144537,16.910662338,8.39552165735,0.056894817804,0.0793696960242,0.0617199066866,0.0711930960287,0.0644333977349,0.0415428950155,0.0646190035719,0.0474832761148,0.0267076856196,0.0122963866977,0.00584459522984,,,,11
51,FBgn0003124,FBtr0100318;FBtr0074839,298.525575666,301.295781446,342.256633408,357.057700533,342.594622625,327.298776385,290.741026237,287.42974417,184.977355654,125.869319251,42.888683105,27.1654175223,42.5488821412,20.4481324331,4.14760880415,4.21025325087,5.86476919881,3.88973225619,3.95889484783,3.52176931448,3.68809910245,3.31917990594,2.76076613696,1.99894331248,0.912345135247,0.690708692445,0.993197453864,0.476882314309,51.7472237915,52.2274186898,59.3276826067,61.8933392716,59.386270564,56.7348475605,50.3978291189,49.8238426062,32.0644708516,21.8185253214,7.43443933675,4.70892631822,7.3755373265,3.54453410825,0.704407295111,0.715046486836,0.996040466413,0.660610946371,0.672357144338,0.59811812395,0.626366669455,0.563711441926,0.468873488026,0.339489647725,0.154947729951,0.11730620334,0.168679247495,0.0809910955855,14
53,FBgn0038593,FBtr0083601,23.101096144,26.3376180045,37.8368368305,13.4083889155,8.28721237991,3.66203102498,2.56570830669,3.21332360968,5.76706631205,6.4022657135,8.29409944928,8.55034628554,6.35473472123,5.86312798221,0.0213172612104,0.0200292445488,0.0244198201323,0.018188161339,0.0178901611205,0.0225886897785,0.0181934304981,0.0156365222709,0.0153031991712,0.0179490976405,0.0169151715385,0.015779765336,0.0173402170368,,4.0044059519,4.56543333004,6.55873875685,2.32424608963,1.43652761635,0.63478627772,0.444746757908,0.557006131129,0.999678739098,1.10978590665,1.43772143942,1.48213995315,1.101546757,1.0163303266,0.00362040756914,0.00340165783274,0.00414732928267,0.00308897828528,0.00303836755081,0.00383634007408,0.00308987317056,0.00265562179991,0.00259901201964,0.00304837700845,0.00287278062914,0.00267994942211,0.00294496804215,,13
54,FBgn0036987,FBtr0078232;FBtr0078231,20.0488562849,19.2281642379,6.54949316622,16.6151784769,19.2691982061,18.8532758885,20.7700774342,18.8102121484,16.0724613653,13.5588793409,12.6648486176,13.4929393945,10.5091389492,9.14479911608,0.0366891546036,0.0273611818176,0.0471199428675,0.0595610128936,0.0487846068255,0.0480254576113,0.0541630521575,0.0506014909344,0.0603533382944,0.0489563423803,0.0745937285659,0.0627908122494,0.0611476152357,0.0801341517508,3.47532251006,3.33306154992,1.1353067081,2.8801195913,3.340174488,3.26807739816,3.60034091805,3.26061261398,2.78604355187,2.35033250352,2.19535882056,2.33890229638,1.82168232603,1.58518400084,0.00623108624138,0.00464687413525,0.00800259452334,0.0101155181136,0.00828531198569,0.00815638221681,0.00919875785466,0.00859388168961,0.0102500823454,0.00831447861721,0.0126685926886,0.0106640496496,0.0103849780161,0.0136095479941,14
55,FBgn0002783,FBtr0083238;FBtr0302550,128.34905585,147.174646833,200.049987956,180.505744278,175.552614116,156.604616398,142.781101415,142.718924607,111.820920275,98.2203922569,62.2417106851,52.6269583278,47.6955475544,29.1761892748,0.694123888138,0.566766361879,1.73257756379,1.76042604525,1.73468522742,1.7163797785,1.87601578292,1.82578313312,2.00852537582,1.93313737031,2.37898628924,2.39842363159,2.03986711458,2.25379497282,22.2483695129,25.5116479353,34.6772013525,31.2893497448,30.4307608807,27.1462641466,24.7500589912,24.7392810966,19.3833381716,17.0257861748,10.7891450332,9.12249807736,8.26767411017,5.05747888574,0.117886221581,0.0962565127964,0.294251539359,0.298981173811,0.294609493473,0.291500595704,0.318612305458,0.310081065738,0.341117013188,0.328313524829,0.404034077523,0.407335209908,0.34643992344,0.382772266023,14
56,FBgn0013726,FBtr0088793;FBtr0088792,132.320115307,126.05020567,184.624588056,206.304930525,209.484219303,151.058488774,127.105966162,136.902529533,114.380474325,97.5305811882,86.0844785893,80.9918643245,69.701724598,47.9848601933,0.249721060645,0.356212716987,0.480625368789,0.77347352065,0.913672182717,0.926923142007,0.859594998337,0.846539193086,1.00523845811,1.13113232907,0.962948577722,0.821013044703,1.10068829889,0.822964585099,22.9367236078,21.8498806585,32.0033211702,35.7614498703,36.3125563125,26.1848835121,22.0328890132,23.7310515775,19.8270181343,16.9062124744,14.9221143569,14.0393469442,12.0822838492,8.3178243388,0.0424112651812,0.0604972282357,0.0816267955771,0.131362531099,0.155173108467,0.15742357924,0.145988933928,0.143771607055,0.170724226091,0.192105355629,0.163541943079,0.139436385006,0.186934907315,0.139767824001,14
58,FBgn0032812,FBtr0081263;FBtr0081264;FBtr0331245;FBtr0331246,19.4135356238,18.6215393694,18.7938135452,24.5748119223,25.1486279624,22.8166344787,20.9460404165,19.5307845405,15.2720356335,12.4751128837,11.6768550059,12.205466885,9.19974181945,5.33043614164,,,,0.0404768993586,0.0332355135643,0.0464583706731,0.0432383290193,0.0741253588708,0.0470516389536,0.0537721586162,0.0891014798716,0.0829463214618,0.0512708692903,0.0624531957608,3.36519432304,3.22790756854,3.25777003612,4.25986379673,4.35933060783,3.95509660404,3.63084281326,3.38551856465,2.64729560915,2.16246951965,2.02409735858,2.11572835918,1.59470791638,0.923992094522,,,,0.0068743761859,0.00564453865273,0.00789023670419,0.00734336236319,0.0125890473299,0.00799099415853,0.00913237062405,0.015132510174,0.0140871515852,0.00870756526474,0.0106067107035,11
60,FBgn0025740,FBtr0308297;FBtr0089179,6.36098212414,5.04917015749,6.4144082289,20.0722214299,18.5659410509,22.1999664496,26.7102322459,29.4678851527,26.6573651435,25.4569206087,15.707452113,5.45415515979,12.2055685654,7.54524589601,0.133044314974,0.132726213889,0.241428965501,0.248690647315,0.213395087709,0.237881065061,0.238454817937,0.266471131866,0.254607717797,0.281039380924,0.252025829853,0.227705733435,0.19936351226,0.203018747422,1.10262969857,0.875236694606,1.11189072283,3.47937268694,3.2182700069,3.84820171428,4.63002328182,5.10804223141,4.62085915653,4.41277088184,2.72277186928,0.945437880884,2.11574598474,1.30791315643,0.0225955220143,0.0225414974581,0.0410029808934,0.0422362653921,0.0362418597367,0.0404004248013,0.0404978678657,0.0452560060714,0.0432411884236,0.0477301981657,0.0428026946338,0.0386723018838,0.0338588133659,0.0344795986027,14
61,FBgn0011692,FBtr0073227,87.6701199158,98.2902021769,92.905530352,82.8069238093,80.6011374795,105.53745286,106.717927503,115.013545484,77.060659136,52.6125900114,14.9545024191,8.64861479514,14.6700753407,4.08870594911,0.196484990175,0.21960488925,0.567898255309,0.421942549073,0.52564740573,0.568425171216,0.534624491553,0.492861527073,0.450825346938,0.443604647472,0.224835017512,0.190286897877,0.282830895007,0.141322749335,15.1969736764,17.0378872136,16.1044937603,14.3539742224,13.9716173051,18.2941450808,18.4987717207,19.9367563866,13.3579012952,9.12000743488,2.5922535503,1.49917408012,2.54295019783,0.70874725321,0.033369940849,0.0372964986174,0.0964487474132,0.071660425011,0.0892730931813,0.0965382359417,0.0907977125562,0.0837049180729,0.0765657221303,0.0753393978505,0.0381847551228,0.0323172906023,0.0480344591627,0.0240014862291,14
62,FBgn0039117,FBtr0334895;FBtr0084462,15.7881197918,15.0761886652,3.42150471335,7.88837127749,7.75852476103,10.8172158894,12.0080486696,10.3639760834,8.54628726727,7.98957263225,5.30689710548,4.8573486422,3.87455909877,3.49760694259,0.217473807137,0.201642911443,0.179168972239,0.221698892095,0.199954829,0.298839380878,0.279852844363,0.228228746261,0.224751101275,0.196660628811,0.159370594919,0.151236574548,0.164782216438,0.137195241397,2.73675502104,2.61334697049,0.593092801883,1.36739143015,1.3448834868,1.87508520898,2.08150735635,1.79651940563,1.48143635204,1.38493394436,0.919911774874,0.84198583877,0.67162646393,0.606284566369,0.0369345672353,0.0342459341116,0.0304290826504,0.0376521326585,0.0339592393813,0.050753253235,0.047528683257,0.0387611275343,0.038170503246,0.0333997703585,0.0270666340507,0.0256851963214,0.0279857143826,0.0233004927557,14
63,FBgn0261456,FBtr0331920;FBtr0086500,58.8698032882,65.1559274915,92.2245316972,123.11809475,127.1579002,109.673532631,86.8959717976,73.4063073863,60.7599199052,57.2379624267,41.6985070216,29.7626846668,34.1912058902,17.7931137083,0.0869684462185,0.0842733689313,0.0950868542669,0.181758666345,0.184297620401,0.186007169788,0.204601446683,0.213340444578,0.199736256475,0.22004984046,0.169247340865,0.144437407807,0.190390329518,0.147827233476,10.2046495632,11.294303189,15.9864476273,21.341620689,22.0418913985,19.0111042393,15.0627807656,12.7244461636,10.532287446,9.92178189241,7.22813102296,5.1591435697,5.92679531379,3.08430604298,0.014770247353,0.0143125301015,0.0161490335703,0.0308689021961,0.031300104328,0.0315904448873,0.0347483956273,0.0362325794449,0.0339221182139,0.0373720667081,0.0287440468021,0.0245304628644,0.032334856869,0.0251061723979,14
65,FBgn0011661,FBtr0071277;FBtr0071276;FBtr0071275;FBtr0071274;FBtr0071273;FBtr0071269;FBtr0308194;FBtr0071278;FBtr0331601;FBtr0071271;FBtr0308193;FBtr0071270;FBtr0071272,91.9976171212,91.2541175365,50.2487810954,11.4238318635,10.5991465756,12.9610044955,20.7222375609,21.6857167156,41.406269189,49.5815165861,66.2890108459,72.8224878203,60.258324819,95.5988473835,2.26782654827,2.83752022074,1.9645766861,3.21748513589,2.94060058447,3.39958337027,3.34043218086,3.26350245844,3.18817299914,3.0269172162,2.64812322529,2.56668544455,2.48345224665,2.21076350708,15.9471136463,15.8182334345,8.71025845875,1.98023764859,1.83728448936,2.24669527459,3.59204822612,3.75906028641,7.17747373342,8.59459303941,11.4907148961,12.6232453145,10.4453396087,16.5713605567,0.385155312393,0.481908983682,0.333653007031,0.54644015592,0.499415591373,0.577366728501,0.567320812576,0.554255487411,0.541461942222,0.514075138102,0.449742829261,0.435911880018,0.421776006901,0.375464036193,14
66,FBgn0047038,FBtr0076276,69.7411362643,50.0466240637,33.0685574932,61.7279450058,67.0188494237,65.4327957257,63.9232623816,65.50875566,70.6893419208,62.8041265876,95.4470734535,99.4018681417,74.5452353705,104.096422798,0.66738778471,0.874231551308,0.782958006976,0.647891896151,0.566551692436,0.549202498313,0.461201687225,0.439486897236,0.483279463728,0.543250300104,0.530662864548,0.618501697784,0.532458281713,0.643364322432,12.0891155731,8.67521601678,5.73219243024,10.7000875127,11.6172270722,11.3422962712,11.0806297134,11.3554633699,12.2534800842,10.8866357139,16.5450516567,17.2305863729,12.9218709945,18.0443530656,0.113345507355,0.148474726387,0.132973324612,0.1100344318,0.096220054507,0.0932735618454,0.0783279832643,0.074640061572,0.0820775526096,0.0922626729121,0.0901248913972,0.105042960542,0.0904298152722,0.109265493332,14
67,FBgn0019886,FBtr0072349;FBtr0072348;FBtr0072347,41.3967231786,35.329975143,10.2927486931,41.529588774,52.8759525924,34.9107225587,30.1325294234,22.7816727261,16.1168595524,15.6406669608,16.2562444167,20.6818691592,16.2373937873,22.556580242,1.71657493254,1.46769498581,1.50830654145,1.26239293612,1.36307290517,1.30727836524,1.22084464109,1.33266790579,1.23708145718,1.54433197717,1.18589255259,1.35056353123,1.14645192118,1.36533669202,7.17581900238,6.12419262971,1.78417265879,7.19885028096,9.16565941087,6.05151826251,5.22325345157,3.9490362401,2.79373965267,2.71119515193,2.81790099881,3.58505065912,2.81463338017,3.91001810531,0.291533739604,0.249265324629,0.256162570106,0.214397942403,0.231496880131,0.222021039277,0.207341606209,0.226333060596,0.210099178643,0.262280933945,0.201405533816,0.229372356176,0.194707151737,0.231881349365,14
68,FBgn0004913,FBtr0078837;FBtr0100159,104.031929938,76.647288914,14.4363385617,22.3456920838,20.8419009374,32.6881475973,31.0338924314,27.7563075108,22.2345256695,18.5983775812,11.0122360617,10.236047777,8.98754689166,6.3705290031,1.18165770993,1.26555443156,2.03973050676,0.94230128033,1.04071746251,1.09430676179,1.16522573979,1.0593546733,1.18118934023,0.965973465336,1.0071899985,0.985176622835,1.01729897776,0.960079813339,18.0331737003,13.2862465924,2.50243363777,3.87346218646,3.61279099669,5.66625115879,5.37949813239,4.81135277331,3.85419230212,3.22389264206,1.90889052858,1.77434396994,1.55792547859,1.10428458017,0.200686311198,0.214934873574,0.346416722711,0.160035318517,0.176749787012,0.185851101802,0.197895594864,0.17991502941,0.20060676584,0.164055673521,0.171055665086,0.167317033227,0.172772519078,0.163054727757,14
69,FBgn0050373,FBtr0345936;FBtr0088806,20.7907706109,17.3281066011,12.9793493201,27.6784652079,30.3607189647,28.6926154492,21.292605694,16.5054851641,14.197019335,16.2192235059,22.5112621972,27.0187302825,21.1082204034,25.1939741267,0.0842870297141,0.0916033546596,0.0926474287716,0.066118188625,0.0842987389564,0.0832449071425,0.0897552459044,0.0661240432462,0.0750913713669,0.0804268828103,0.0531072688032,0.0719825675157,0.0707667578488,0.0640632165877,3.60392792878,3.00370046409,2.24987521567,4.79785937979,5.26280843856,4.97365490209,3.69091736778,2.86110505831,2.46094940128,2.81148369486,3.90216255392,4.68349915873,3.65895552707,4.36719103354,0.0143148501745,0.015557414965,0.0157347348271,0.0112291531353,0.0143168388085,0.0141378617514,0.0152435422372,0.0112301474522,0.0127531096322,0.0136592638433,0.00901944935861,0.0122251273139,0.0120186408203,0.010880147874,14
70,FBgn0037607,FBtr0081882;FBtr0081881,223.700564515,192.550776241,63.0923097209,36.4599231099,32.2845045647,42.6054341498,58.1295627152,74.0466166812,157.464269001,205.223405893,212.309217844,155.749249918,132.608084846,48.4817581433,0.603201621077,0.520085515601,0.617994297281,0.795525927128,0.612569014979,0.678687203604,0.753021377297,0.886682379036,0.819666481829,0.913184297618,0.620199537928,0.975633590298,0.654078279207,0.501350727797,38.7768557129,33.3772678845,10.936590151,6.32006084029,5.59628259314,7.38534020332,10.0763342773,12.8354390938,27.295278634,35.5739754904,36.8022491348,26.9979926272,22.9866410198,8.4039579619,0.102444478825,0.0883284920468,0.104956786403,0.135107791737,0.104035385998,0.115264539134,0.127889050436,0.150589307172,0.1392076921,0.155090248718,0.105331312467,0.165696296544,0.111085093412,0.0851466776991,14
71,FBgn0038424,FBtr0083286,36.8595622548,38.789281418,30.5063570128,8.878067806,8.5004599862,10.4589593662,9.97357746282,11.336660519,13.1590751539,11.2501110013,15.0951482719,17.7596404476,12.7108974431,13.5369161164,0.032485341436,0.0283219251546,0.0312236705698,0.0787017211,0.0599552240536,0.0767287137594,0.086507882685,0.0746425170758,0.0738248216498,0.070462317547,0.0700563971446,0.06161208185,0.0535346561499,0.0533238897872,6.3893353613,6.72383805565,5.28805372834,1.53894808031,1.47349252825,1.81298406257,1.72884666186,1.96512713397,2.28102937365,1.95012440848,2.61663347955,3.07850369821,2.20334104745,2.34652533928,0.00551713350323,0.00481004155226,0.00530285819326,0.0133662717721,0.0101824687905,0.0130311869486,0.0146920277503,0.0126768786634,0.0125380057247,0.0119669363371,0.0118979970263,0.0104638604968,0.00909203449842,0.009056239087,14
73,FBgn0027095,FBtr0083283,110.908049705,113.965688627,122.190557462,108.553950329,100.865962207,130.740158697,173.840328341,230.828248119,288.028637689,280.16982546,343.871798979,296.604997393,253.68497397,145.020615548,0.456621421915,0.564814821483,0.641178597188,0.721972369593,0.609583158173,0.512513538863,0.395471855139,0.587745421139,0.661669771349,0.497389100792,0.94811687071,1.08718363935,0.816680625023,0.996027187438,19.2250987393,19.7551180691,21.1808388881,18.8170328409,17.4843763642,22.6628496923,30.1339486728,40.0123875021,49.9276564147,48.5653888294,59.607659738,51.4143056037,43.9744336521,25.1382623765,0.0775500959441,0.0959250738018,0.108894281658,0.122615856033,0.103528284337,0.087042508748,0.067164786489,0.0998194819877,0.112374391101,0.0844738565402,0.161023006721,0.184641349472,0.138700590438,0.169159834037,14
74,FBgn0032216,FBtr0331669;FBtr0080061,189.441764288,185.95366546,120.383629513,91.7419940639,92.2666348198,109.239060524,115.964157572,107.781276899,87.6701926239,74.699206107,57.888910582,50.0139557236,45.8452557702,33.6630391528,0.60390417562,0.682941561668,0.562219272756,1.45541979672,1.47142242797,1.68862887407,1.88438789122,1.47544260118,1.68271570667,1.47239819816,1.37729963465,1.19053721873,1.36697598596,1.0534610213,32.8383434156,32.2337070114,20.8676211522,15.90280326,15.9937458955,18.9357916791,20.101538035,18.6830955565,15.1969862798,12.9485606948,10.0346189912,8.66955319911,7.94693957069,5.83524147523,0.102563796863,0.115987076142,0.0954842599391,0.247180573353,0.249898373109,0.286787533202,0.320034178745,0.250581137437,0.285783273048,0.250064092606,0.233913070402,0.202194358623,0.23215975812,0.178914083646,14
